title,total_sales,release_date,critic_score,genre,publisher
Guild Wars: Factions,0.01,2006-04-28,8.6,Role-Playing,NCSoft
Guild Wars: Nightfall,0.03,2006-10-26,8.0,Role-Playing,NCSoft
Guilty Gear Judgment,0.16,2006-09-05,7.5,Fighting,Majesco
Guilty Gear X: Advance Edition,0.06,2002-08-29,7.3,Fighting,Sammy Corporation
Guilty Gear XX Accent Core Plus,0.03,2009-05-12,7.0,Fighting,Aksys Games
Guitar Hero 5,3.7800000000000002,2009-09-01,8.8,Misc,Activision
Guitar Hero II,7.33,2006-11-07,9.2,Misc,RedOctane
Guitar Hero III: Legends of Rock,16.36,2007-10-28,8.2,Misc,RedOctane
Guitar Hero On Tour: Modern Hits,0.37,2009-06-09,7.3,Misc,Activision
Guitar Hero: Metallica,1.73,2009-03-29,8.5,Misc,Activision
Guitar Hero: On Tour,3.46,2008-06-22,7.1,Misc,Activision
Guitar Hero: Smash Hits,1.5699999999999998,2009-06-16,6.9,Misc,Activision
Guitar Hero: Van Halen,0.9600000000000001,2009-12-22,4.9,Misc,Activision
Guitar Hero: Warriors of Rock,1.8199999999999998,2010-09-28,7.1,Misc,Activision
Guitar Hero: World Tour,8.2,2008-10-26,8.4,Misc,Activision
Gun,0.45,2005-11-08,7.5,Shooter,Activision
Gundam Seed: Battle Assault,0.08,2004-08-10,6.5,Fighting,Bandai
Gundam Versus,0.28,2017-09-29,7.3,Action,Namco Bandai Games
Gungnir,0.14,2012-06-12,7.4,Role-Playing,Atlus
Gunstar Super Heroes,0.07,2005-10-25,8.0,Shooter,Sega
Gunvalkyrie,0.17,2002-03-18,6.1,Shooter,Sega
Gurumin: A Monstrous Adventure,0.01,2007-02-12,7.4,Role-Playing,Mastiff
Hail to the Chimp,0.11,2008-06-24,7.0,Misc,Gamecock
Half-Life,0.6,2001-11-11,8.4,Shooter,Sierra Entertainment
Half-Life 2,0.61,2005-11-15,8.9,Shooter,Electronic Arts
Halo 2,0.09,2007-05-31,6.9,Shooter,Microsoft Game Studios
Halo 2 Multiplayer Map Pack,0.69,2005-07-05,8.6,Shooter,Microsoft Game Studios
Halo Wars 2,0.51,2017-02-21,7.0,Strategy,Microsoft Studios
Halo: Combat Evolved,0.04,2003-09-30,8.6,Shooter,Microsoft Game Studios
Halo: Combat Evolved Anniversary,2.41,2011-11-15,8.0,Shooter,Microsoft Studios
Halo: Reach,9.97,2010-09-14,9.3,Shooter,Microsoft Game Studios
Halo: The Master Chief Collection,3.44,2014-11-11,8.8,Shooter,Microsoft Studios
Hammerin' Hero,0.08,2009-04-07,7.0,Action,Atlus
Hamtaro: Ham-Ham Games,0.22,2004-07-27,7.5,Sports,Nintendo
Hamtaro: Ham-Ham Heartbreak,0.36,2003-04-08,8.0,Action,Nintendo
Hannah Montana,2.65,2006-10-10,6.5,Action,Buena Vista
Happy Birthdays,0.01,2018-06-05,8.5,Misc,NIS America
Hard Rock Casino,0.14,2007-04-24,3.8,Misc,Crave Entertainment
Harry Potter and the Chamber of Secrets,1.99,2002-11-14,7.2,Adventure,Electronic Arts
Harry Potter and the Deathly Hallows - Part 2,0.43000000000000005,2011-07-12,4.3,Action,Electronic Arts
Harry Potter and the Goblet of Fire,2.11,2005-11-08,6.0,Adventure,Electronic Arts
Harry Potter and the Half-Blood Prince,0.76,2009-06-30,6.0,Action,Electronic Arts
Harry Potter and the Order of the Phoenix,0.37,2007-06-25,4.8,Adventure,Electronic Arts
Harry Potter and the Prisoner of Azkaban,0.52,2004-05-25,7.0,Adventure,Electronic Arts
Harry Potter and the Sorcerer's Stone,1.69,2001-11-15,6.6,Action,Electronic Arts
Harry Potter: Quidditch World Cup,0.79,2003-10-28,4.9,Sports,Electronic Arts
Harvest Moon 3D: A New Beginning,0.95,2012-11-06,8.2,Simulation,Natsume
Harvest Moon 64,0.48,1999-11-30,7.8,Simulation,Natsume
Harvest Moon: A Wonderful Life,0.79,2004-03-16,8.2,Role-Playing,Natsume
Harvest Moon: Another Wonderful Life,0.24,2005-07-26,7.7,Role-Playing,Natsume
Harvest Moon: Boy & Girl,0.09,2007-07-31,6.1,Simulation,Natsume
Harvest Moon: Frantic Farming,0.1,2009-08-25,7.0,Puzzle,Natsume
Harvest Moon: Friends of Mineral Town,0.59,2003-11-17,7.6,Simulation,Natsume
Harvest Moon: Magical Melody,0.53,2006-03-28,6.3,Simulation,Natsume
Harvest Moon: More Friends of Mineral Town,0.2,2005-07-26,8.0,Simulation,Natsume
Harvest Moon: Save the Homeland,0.4,2001-11-22,7.8,Simulation,Natsume
Harvest Moon: Skytree Village,0.09,2016-11-08,5.0,Simulation,Natsume
Harvest Moon: Sunshine Islands,0.57,2009-11-10,9.0,Simulation,Natsume
Harvest Moon: The Tale of Two Towns,0.9299999999999999,2011-09-20,6.3,Simulation,Natsume
Has-Been Heroes,0.14,2017-03-28,4.8,Action,GameTrust
Hasbro Family Game Night 2,1.36,2009-10-27,6.4,Misc,Electronic Arts
Hatsune Miku: Project Mirai DX,0.38,2015-09-08,7.5,Misc,Sega
Haunting Ground,0.07,2005-05-10,6.6,Action,Capcom
Haze,0.99,2008-05-20,5.6,Shooter,Ubisoft
Hearts of Iron III,0.09,2009-08-11,7.9,Strategy,Paradox Interactive
Heatseeker,0.14,2007-05-01,4.8,Simulation,Codemasters
Hellblade: Senua's Sacrifice,0.05,2018-12-04,8.3,Action-Adventure,505 Games
Henry Hatsworth in the Puzzling Adventure,0.09,2009-03-17,9.1,Puzzle,Electronic Arts
Herbie: Fully Loaded,0.34,2005-07-12,5.0,Racing,Buena Vista
Hexen,0.19,1997-05-31,4.4,Shooter,GT Interactive
Hexyz Force,0.14,2010-05-25,6.7,Role-Playing,Atlus
Hey Arnold! The Movie,0.26,2002-05-29,5.5,Platform,THQ
Hey! Pikmin,0.44,2017-07-28,6.8,Platform,Nintendo
High Heat Major League Baseball 2002,0.0,2001-09-16,6.0,Sports,3DO
High Heat Major League Baseball 2003,0.0,2002-03-05,6.0,Sports,3DO
High School Musical: Makin' the Cut!,2.2,2007-08-14,7.3,Puzzle,Disney Interactive Studios
High School Musical: Sing It!,1.76,2007-10-30,6.4,Misc,Disney Interactive Studios
Hitman 2: Silent Assassin,0.13,2003-06-19,8.3,Action,Eidos Interactive
Hitman: Blood Money,1.06,2006-05-30,8.0,Action,Eidos Interactive
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",0.14,2009-07-16,6.9,Role-Playing,NIS America
Homefront,2.6,2011-03-15,6.6,Shooter,THQ
Hometown Story,0.5,2013-10-22,5.5,Simulation,Natsume
Homeworld 2,0.03,2003-09-16,8.1,Strategy,Sierra Entertainment
Horsez,0.42,2006-11-28,4.0,Simulation,Ubisoft
Hoshigami: Ruining Blue Earth Remix,0.01,2007-06-25,5.6,Role-Playing,Aksys Games
Hospital Tycoon,0.01,2007-06-05,4.0,Strategy,Codemasters
Hot Pixel,0.03,2007-10-02,5.7,Puzzle,Atari
Hot Potato!,0.04,2001-07-01,7.7,Action,BAM! Entertainment
Hot Shots Golf: Open Tee,1.96,2005-05-03,8.4,Sports,Sony Computer Entertainment
Hot Shots Golf: Open Tee 2,0.68,2008-06-03,8.0,Sports,Sony Computer Entertainment
Hot Shots Golf: Out of Bounds,1.14,2008-03-18,8.3,Sports,Sony Computer Entertainment
Hot Shots Tennis: Get a Grip,0.23,2010-06-29,8.0,Sports,Sony Computer Entertainment
Hot Wheels Velocity X,0.16,2002-10-31,5.2,Racing,THQ
Hot Wheels: Burnin' Rubber,0.06,2001-11-21,8.0,Racing,THQ
Hot Wheels: Stunt Track Challenge,0.45,2004-11-10,5.3,Racing,THQ
Hotel Dusk: Room 215,0.54,2007-01-22,8.0,Adventure,Nintendo
Hotel Transylvania 3: Monsters Overboard,0.01,2018-07-10,6.5,Action-Adventure,Outright Games
How to Train Your Dragon,0.74,2010-03-23,4.6,Action,Activision
Hugo: The Evil Mirror,0.01,2005-04-24,5.9,Action,Namco
Hulk,0.19,2003-05-27,7.3,Action,Universal Interactive
Hunted: The Demon's Forge,0.52,2011-05-31,6.0,Role-Playing,Bethesda Softworks
Hunter: The Reckoning,0.48,2002-05-21,7.1,Action,Interplay
Hybrid Heaven,0.25,1999-09-01,7.0,Role-Playing,Konami
Hyperdimension Neptunia,0.44,2011-02-15,5.3,Role-Playing,NIS America
Hyrule Warriors: Definitive Edition,0.46,2018-05-18,8.0,Action,Nintendo
I am Setsuna,0.05,2017-03-03,7.0,Role-Playing,Square Enix
I-Ninja,0.56,2003-11-18,7.2,Platform,Namco
ICO,0.47,2001-09-24,8.8,Adventure,Sony Computer Entertainment
IL-2 Sturmovik: Birds of Prey,0.94,2009-09-08,5.0,Simulation,505 Games
IL-2 Sturmovik: Cliffs of Dover,0.05,2011-04-26,5.0,Simulation,Ubisoft
Ice Age,0.38,2002-03-18,4.2,Action,Ubisoft
Ice Age 2: The Meltdown,1.16,2006-03-14,5.0,Platform,Sierra Entertainment
Ice Age: Dawn of the Dinosaurs,0.99,2009-06-30,5.0,Platform,Activision
Iggy's Reckin' Balls,0.08,1998-08-24,6.8,Racing,Acclaim Entertainment
Ikaruga,0.09,2003-04-15,8.0,Shooter,Atari
Imagine: Babyz,2.87,2007-10-23,3.5,Simulation,Ubisoft
Imagine: Fashion Designer,2.81,2007-10-23,3.0,Simulation,Ubisoft
Import Tuner Challenge (American sales),0.09,2006-09-26,6.4,Racing,Ubisoft
Inazuma Eleven,0.53,2011-08-26,6.8,Role-Playing,Nintendo
Indiana Jones and the Staff of Kings,0.98,2009-06-09,5.1,Action,LucasArts
Infected,0.15,2005-11-15,7.3,Shooter,Majesco
Infernal: Hell's Vengeance,0.08,2009-06-30,4.4,Shooter,Playlogic Game Factory
Infinite Space,0.2,2010-03-16,7.2,Role-Playing,Sega
Innocent Life: A Futuristic Harvest Moon,0.16,2007-05-15,6.5,Simulation,Natsume
Intelligent Qube,1.22,1997-09-30,7.4,Puzzle,Sony Computer Entertainment
Intellivision Lives!,0.06,2004-11-04,6.4,Misc,Crave Entertainment
International Superstar Soccer '98,0.58,1998-09-15,9.1,Sports,Konami
Invizimals,0.79,2010-10-12,6.6,Strategy,Sony Computer Entertainment
Iridion 3D,0.46,2001-05-29,5.6,Shooter,Majesco
Iridion II,0.13,2003-05-29,7.9,Shooter,Majesco
Iron Chef America: Supreme Cuisine,0.17,2008-11-25,2.0,Simulation,Destineer
Iron Man,1.31,2008-05-02,5.0,Action,Sega
Iron Man 2,0.27,2010-05-04,5.1,Action,Sega
Ivy the Kiwi?,0.11,2010-08-24,7.3,Puzzle,Xseed Games
Izuna 2: The Unemployed Ninja Returns,0.06,2008-07-22,6.9,Role-Playing,Atlus
Izuna: Legend of the Unemployed Ninja,0.0,2007-02-20,6.4,Role-Playing,Atlus
JU-ON: The Grudge,0.1,2009-10-13,4.0,Adventure,Xseed Games
Jackass the Game,0.22,2007-09-27,5.6,Action,Red Mile Entertainment
Jackie Chan Adventures: Legend of the Dark Hand,0.19,2001-11-06,7.8,Action,Activision
Jade Empire,0.7,2005-04-12,9.0,Role-Playing,Microsoft Game Studios
Jade Empire: Special Edition,0.0,2007-02-26,7.8,Role-Playing,2K Games
Jak and Daxter: The Lost Frontier,1.08,2009-11-03,7.5,Platform,Sony Computer Entertainment
Jak and Daxter: The Precursor Legacy,3.64,2001-12-04,9.0,Platform,Sony Computer Entertainment
James Bond 007: Agent Under Fire,0.72,2002-03-13,7.5,Shooter,Electronic Arts
James Bond 007: Blood Stone,1.24,2010-11-02,6.2,Action,Activision
James Bond 007: Everything or Nothing,0.59,2003-11-17,7.1,Shooter,Electronic Arts
James Bond 007: Nightfire,0.91,2002-11-18,7.2,Shooter,Electronic Arts
James Cameron's Avatar: The Game,3.44,2009-12-01,3.9,Action,Ubisoft
James Noir's Hollywood Crimes,0.16,2011-11-01,7.0,Adventure,Ubisoft
Jaws: Ultimate Predator,0.12,2011-12-01,4.0,Action,Majesco
Jazz Jackrabbit,0.0,2003-01-03,6.8,Action,Jaleco
Jeanne d'Arc,0.33,2007-08-21,8.4,Role-Playing,Sony Computer Entertainment
Jenga World Tour,0.05,2007-12-07,2.0,Misc,Atari
Jeremy McGrath Supercross World,0.12,2002-02-27,2.7,Racing,Acclaim Entertainment
Jerry Rice and Nitus' Dog Football,0.04,2011-08-16,7.0,Sports,Tommo
Jet Grind Radio,0.03,2003-06-26,7.1,Action,THQ
Jim Henson's the Muppets: On With the Show!,0.14,2003-03-18,6.3,Action,TDK Mediactive
Jimmie Johnson's Anything With an Engine,0.09,2011-11-01,7.3,Racing,Konami
John Romero's Daikatana,0.0,2000-04-14,4.0,Shooter,Eidos Interactive
Juiced: Eliminator,0.42,2006-06-28,6.6,Racing,THQ
July,0.06,1998-11-27,4.8,Adventure,Fortyfive
Jurassic Park III: Island Attack,0.18,2001-11-26,4.9,Adventure,Konami
Just Cause,0.18000000000000002,2006-09-27,6.9,Action,Eidos Interactive
Just Cause 2,3.35,2010-03-23,8.0,Action,Square Enix
Just Cause 3,3.15,2015-12-01,7.0,Action-Adventure,Square Enix
Just Dance 2014,6.42,2013-10-08,7.4,Music,Ubisoft
Just Dance 2015,0.54,2014-10-21,8.1,Music,Ubisoft
Just Dance 2017,0.29,2017-03-03,6.5,Music,Ubisoft
Just Dance 2018,0.76,2017-10-24,8.0,Music,Ubisoft
Just Dance 3,2.02,2011-10-07,5.5,Misc,Ubisoft
Justice League Heroes: The Flash,0.03,2006-10-17,8.0,Action,Warner Bros. Interactive
Justice League: Chronicles,0.04,2003-11-12,3.5,Platform,Midway Games
Kabuki Warriors,0.06,2001-11-19,1.0,Action,Crave Entertainment
Kane & Lynch 2: Dog Days,1.08,2010-08-17,6.3,Shooter,Square Enix
Kane & Lynch: Dead Men,1.51,2007-11-13,6.8,Shooter,Eidos Interactive
Kao the Kangaroo,0.01,2001-12-11,3.9,Platform,Titus
Karnaaj Rally,0.01,2003-01-02,7.9,Racing,Jaleco
Kartia: The Word of Fate,0.22,1998-07-31,7.9,Strategy,Atlus
Katamari Damacy,0.73,2004-09-21,8.5,Puzzle,Namco
Katamari Damacy Reroll,0.17,2018-12-07,8.8,Action,Bandai Namco Entertainment
Katamari Forever,0.41,2009-09-22,7.3,Puzzle,Namco Bandai
Kelly Slater's Pro Surfer,0.19,2002-08-21,8.0,Sports,Activision
Kengo: Legend of The 9,0.07,2007-09-11,4.8,Fighting,Majesco
Kenka Bancho: Badass Rumble,0.29,2009-11-10,7.0,Action,Atlus
Kensei: Sacred Fist,0.02,1998-11-30,5.7,Fighting,Konami
Kill.switch,0.02,2004-09-16,7.5,Shooter,"Destination Software, Inc"
Killer7,0.24,2005-07-07,6.5,Action,Capcom
Killzone 3,2.81,2011-02-22,8.2,Shooter,Sony Computer Entertainment
Killzone: Liberation,0.9,2006-10-31,7.8,Shooter,Sony Computer Entertainment
Killzone: Mercenary,0.92,2013-09-10,7.4,Misc,Sony Computer Entertainment America
Kinect Joy Ride,1.43,2010-11-04,5.6,Racing,Microsoft Game Studios
Kinect Sports: Season Two,2.33,2011-10-25,6.6,Sports,Microsoft Studios
Kinect: Disneyland Adventures,2.41,2011-11-15,8.5,Action-Adventure,Microsoft Studios
Kinectimals,1.62,2010-11-04,7.5,Simulation,Microsoft Game Studios
King Arthur,0.22,2004-11-16,6.5,Adventure,Konami
King's Bounty: The Legend,0.0,2008-09-23,8.4,Strategy,Atari
King's Field,0.16,1995-12-31,7.1,Role-Playing,ASCII Entertainment
King's Field II,0.26,1996-10-31,7.3,Role-Playing,ASCII Entertainment
Kingdom Hearts Re: Chain of Memories,0.87,2008-12-02,7.2,Role-Playing,Square Enix
Kingdom Hearts Re:coded,0.93,2011-01-11,6.8,Role-Playing,Square Enix
Kingdom of Paradise,0.15,2005-11-15,7.0,Role-Playing,Sony Computer Entertainment
Kirby and the Rainbow Curse,0.58,2015-02-20,8.2,Platform,Nintendo
Kirby's Adventure,0.0,2007-02-12,8.4,Platform,Nintendo
Kirby's Dream Collection: Special Edition,0.69,2012-09-16,8.0,Platform,Nintendo
Kirby: Battle Royale,0.33,2018-01-19,6.0,Fighting,Nintendo
Kirby: Canvas Curse,0.72,2005-06-13,8.9,Platform,Nintendo
Klonoa,0.16,2009-05-05,7.6,Platform,Namco Bandai
Klonoa 2: Dream Champ Tournament,0.03,2005-02-23,8.1,Platform,Namco
Klonoa 2: Lunatea's Veil,0.33,2001-07-25,9.4,Platform,Namco
Klonoa: Empire of Dreams,0.14,2001-09-11,8.6,Platform,Namco
Knack 2,0.47,2017-09-05,6.7,Platform,Sony Interactive Entertainment
Knights Contract,0.16,2011-02-22,5.0,Action,Namco Bandai
Knights in the Nightmare,0.16999999999999998,2009-06-03,7.5,Role-Playing,Atlus
Konami Collector's Series: Arcade Advanced,0.64,2002-03-21,8.0,Misc,Konami
Konami Krazy Racers,0.16,2001-06-10,7.7,Racing,Konami
Kong: The Animated Series,0.02,2002-08-20,5.0,Action,BAM! Entertainment
Koudelka,0.08,1999-11-30,6.5,Role-Playing,SNK
Kung Fu Chaos,0.28,2003-02-24,7.0,Fighting,Microsoft Game Studios
Kung Fu Panda,3.05,2008-06-03,7.5,Platform,Activision
Kung Fu Panda 2,0.13,2011-05-24,3.0,Action,THQ
Kung Fu Rider,0.2,2010-09-17,4.3,Action,Sony Computer Entertainment
KuruKuru Kururin,0.31,2001-06-22,7.2,Puzzle,Nintendo
L.A. Noire,6.39,2011-11-15,7.9,Adventure,Rockstar Games
LBX: Little Battlers eXperience,0.21,2015-08-21,7.0,Action,Nintendo
LEGO Batman: The Videogame,13.55,2008-09-23,7.2,Adventure,Warner Bros. Interactive
LEGO Battles: Ninjago,1.48,2011-04-12,5.0,Strategy,Warner Bros. Interactive
LEGO Bionicle,0.06,2001-10-03,6.4,Platform,LEGO Media
LEGO City Undercover,1.4,2017-04-04,8.0,Platform,Warner Bros. Interactive Entertainment
LEGO DC Super-Villains,0.44,2018-10-16,7.8,Action-Adventure,Warner Bros. Interactive Entertainment
LEGO Harry Potter: Years 1-4,8.46,2010-06-29,7.5,Adventure,Warner Bros. Interactive
LEGO Harry Potter: Years 5-7,0.95,2011-11-11,9.0,Action,Warner Bros. Interactive
LEGO Indiana Jones 2: The Adventure Continues,2.05,2009-11-17,5.2,Adventure,LucasArts
LEGO Indiana Jones: The Original Adventures,8.32,2008-06-03,7.5,Adventure,LucasArts
LEGO Pirates of the Caribbean: The Video Game,5.47,2011-05-10,6.8,Action,Disney Interactive Studios
LEGO Rock Band,2.13,2009-11-03,6.8,Misc,Warner Bros. Interactive
LEGO Star Wars II: The Original Trilogy,7.32,2006-09-12,4.9,Action,LucasArts
LEGO Star Wars III: The Clone Wars,7.33,2011-03-22,6.3,Action,LucasArts
LEGO Star Wars: The Complete Saga,12.74,2007-11-06,7.8,Action,LucasArts
LEGO Star Wars: The Video Game,7.26,2005-03-29,7.4,Action,Eidos Interactive
LEGO The Hobbit,0.25,2014-04-08,7.0,Action-Adventure,Warner Bros. Interactive Entertainment
LEGO The Incredibles,1.1600000000000001,2018-06-15,6.5,Action,Warner Bros. Interactive Entertainment
